CONTENT_ID,CONTENT,CONTENT_TYPE_ID
36,"  <p>Fjorten ungdommer sendes fra Athen <br />  for å bli drept i labyrintens ganger. <br />  Aller innerst venter Minotauros, <br />  udyret som er halvt okse og halvt mann. </p>  <div>Fortellinger fra gresk mytologi <br />  er en viktig del av historien vår. <br />  <br />  Boka passer alle som er opptatt av historie, <br />  men også de som liker moderne fiksjon <br />  vil sette pris på fortellingen. </div>  <p><strong>Sorte seil</strong> er en spennende historie, <br />  voldsom og fengslende, <br />  både for ungdom og voksne. </p>  <div><br />  <strong>Kjersti Wold</strong> (1962) bor i Skien. <br />  Hun har skrevet en rekke bøker.</div>  ",149
37,"Den handler om en mystisk sykdom <br />  som bare rammer tenåringer.<br />  Symptomene er forskjellige fra person <br />  til person. Noen får et stygt utslett, <br />  mens andre blir forvandlet til uhyrer <br />  eller får helt nye kroppsdeler. <br />  I boka blir vi kjent med noen av ungdommene <br />  som har fått sykdommen. De må flykte <br />  fra det vante livet sitt og ut i skogen. <br />   <br />  <strong>Sort hull</strong> er tegnet i sort /hvitt. <br />  Både tegningene og teksten er tydelige.  ",150
38,"  <div>Dette er ei bok i serien Halvmåneserien, <br />  en serie med spennende bøker for eldre barn. <br />  <strong>Reddhare</strong> passer også for ungdom. </div>  ",151
40,"  <p>Det smaker veldig godt! <br />  Men han savner noen <br />  å drikke blekk sammen med. <br />  Helst skal det være ei jente ... </p>  <div>&#160;</div>  <div>Dette er ei bok i <strong>Halvmåneserien</strong>, <br />  en serie med spennende bøker for eldre barn. <br />  Noen av bøkene passer for ungdom.</div>  ",153
41,"Det er tidlig søndag morgen.<br />  Anders og familien hans har nettopp flytta <br />  til ei lita bygd. <br />  Anders er sju år gammel.<br />  Han kjenner ingen i bygda. <br />  Anders går fra dør til dør og ringer på. <br />  Er det noen som vil åpne? <br />  Finner Anders noen å leke med? <br />  Boka handler om at barn og gamle <br />  kan bli gode venner. <br />  Og så handler den om Gud, engler og søndagsskolen.  <br />  <br />  Boka er skrevet med enkel tekst på bokmål.  <br />  Anders snakker østnorsk, <br />  men de som bor i bygda, snakker dialekt. <br />  Det finnes også en annen bok om Anders. <br />  Den heter <strong>Ferie med Anders.</strong>   ",154
42,"  <p>Plutselig kommer det inn en mann <br />  som svever over gulvet. <br />  Han trekker frem et sugerør <br />  og drikker blekk fra bøkene. <br />  Blekkdrikkeren!   </p>  <div><br />  Dette er ei bok i serien <strong>Halvmåneserien</strong>, <br />  en serie med spennende bøker for eldre barn. <br />  Noen av bøkene passer for ungdom.</div>  ",155
44," Den handler om Knut og Joril, <br />  som begge sliter med å finne kjærligheten. <br />  Tilfeldigheter fører dem sammen. &#160;<br />  Tegneserien handler om hvordan <br />  det var å være ung i Norge på 90-tallet, <br />  om studier, sex og musikk. <br />  <br />  Boka passer best for ungdom og voksne.<br />  Tegningene er tydelige. <br />  Noen steder er det mye tekst.<br />  <br />  Tor Ærlig heter egentlig Tor Erling Naas. <br />  Han har fått god kritikk for <br />  romanene han har skrevet og tegnet.  ",157
46,"  <div>Quentin ser på stjernehimmelen. <br />  Plutselig ser han en ufo! <br />  Når Quentin forteller vennene sine <br />  hva han har sett, tror alle at han tuller. <br />  Alle, bortsett fra den merkelige <br />  uteliggeren Hilmar.<br />  Han blir veldig interessert. </div>  <div>&#160;</div>  <div>Boka har stor skrift og </div>  <div>ganske enkel tekst. </div>  <div>Den har illustrasjoner i farger. </div>  <div>&#160;</div>  <div>Dette er ei bok i serien <strong>Halvmåneserien</strong>, <br />  en serie med spennende bøker for barn. <br />  Noen av bøkene passer for eldre lesere.</div>  ",159
48,"  <div>Kasper kunne ha skåret, <br />  men det hadde ikke vært realt. </div>  <div>Bakerst i boka er det en faktadel om fotball. </div>  <div>Boka har stor, fin skrift. Teksten er enkel å lese. </div>  <p>&#160;</p>  <div><strong>Fotballøver</strong> er leseløver <br />  for deg som er glad i fotball.</div>  <div><strong>Jørn Jensen</strong> har skrevet flere bøker <br />  om Kasper og fotball.</div>  <div>  <div>  <div>Noen av titlene finner du i Boksøk, </div>  <div>men vi anbefaler hele serien. </div></div>  <div>&#160;</div></div>  ",161
49,"  <div>Ute ved stolpen? <br />  Midt i målet? <br />  Så skyter han ...</div>  <div>&#160;</div>  <div>  <div>Bakerst i boka er det en faktadel om fotball. </div>  <div>Boka har stor, fin skrift. Teksten er enkel å lese. </div>  <div>&#160;</div></div>  <div>Fotballøver er leseløver <br />  for deg som er glad i fotball.</div>  <div>Jørn Jensen har skrevet flere bøker <br />  om Kasper og fotball.</div>  <div>  <div>  <div>Noen av titlene finner du i Boksøk, </div>  <div>men vi anbefaler hele serien. </div></div>  <div>&#160;</div></div>  ",162
50,"  <div>  <div>Bakerst i boka er det en faktadel om fotball. </div>  <div>Boka har stor, fin skrift. Teksten er enkel å lese. </div>  <div>&#160;</div></div>  <div>Fotballøver er leseløver <br />  for deg som er glad i fotball.</div>  <div>  <div>Noen av titlene finner du i Boksøk, </div>  <div>men vi anbefaler hele serien. </div></div>  <div>&#160;</div>  <p>Dette er den niende boka om Kasper og fotball. </p>  ",163
51,"  <div>Uten barnebarnet hans, Stella, <br />  kunne det gått veldig galt. </div>  <div><br />  Stella er modig, og redder både <br />  trollmannen, katten sin og prinsen. </div>  <div>&#160;</div>  <p><strong>Den usynlige prinsen</strong> er et spennende eventyr. <br />  Teksten er skrevet med store bokstaver<br />  og er ganske lett å lese.  </p>  ",164
52,"  <div>Ibsen selv skjønner ingenting. <br />  Alt han vil er å komme seg hjem. <br />  Men hjemmet hans har blitt til et museum. <br />  I Oslo feirer de at det er 100 år <br />  siden Ibsen levde. </div>  <div><br />  </div>  <div>Ingen kjenner ham igjen.<br />  På Grand cafe blir han kastet ut. <br />  Ibsen vil gi opp, men så treffer han <br />  to uteliggere.</div>  <div>&#160;</div>  <p>Boka passer for barn opp til ca tolv år.<br />  Teksten er ikke blant de enkleste. </p>  ",165
53,"Bura står tomme og gapar. <br />  Berre Kleopatra står att, <br />  den klokaste og beste av dei alle. <br />  Resten av flokken er som trylte vekk, <br />  og bakom skogane lever vondskapen.  ",166
54,"  <p>Bønna har fått låne båt av onkelen sin <br />  - sier han i alle fall. <br />  På vei til øya drar gutta innom Tangodden <br />  og plukker opp tre jenter. <br />  Noe foregår mellom jentene, <br />  og gutta forstår ikke helt hva. <br />  Utover dagen blåser det opp <br />  til skikkelig hardt vær. </p>  <div>&#160;</div>  <div><strong>Hardt vær</strong> har tidligere kommet ut <br />  i serien <strong>Gutta Boys</strong>. <br />  Denne boka er i <strong>Leseløve</strong>serien. <br />  </div>  <div>&#160;</div>  <div>Boka er illustrert med <br />  morsomme tegninger av Marius Renberg. <br />  Skriften er stor, og teksten er lett å lese. <br />  Historien er skikkelig spennende. </div>  ",167
55,"  <div>I 1995 var serien ukjent.<br />  En dag dukket den første stripen opp i avisa. <br />  Her vises stripene i den rekkefølgen <br />  de kom, og i farger! <br />  Bli kjent med Pondus, Jokke og Turid-Laila <br />  slik de så ut i begynnelsen. </div>  <div>&#160;</div>  <div><strong>Eliteserien</strong> har en font som er lettere å lese </div>  <div>enn i de andre Pondus-bøkene. </div>  <div>&#160;</div>  <div>Vi kan anbefale alle sju bøker i <strong>Eliteserien</strong>, </div>  <div>men legger kun inn denne tittelen i Boksøk. </div>  <div>Bøkene kan kjøpes hos Bokkilden </div>  <div>eller direkte fra Egmont Serieforlaget. </div>  ",168
56,"  <div>Litt etter litt rulles en sterk historie opp,<br />  først gjennom Johannes’ synsvinkel,<br />  så gjennom broren Matz’.</div>  <div>&#160;</div>  <div><strong>Ingen ild tenner stjernene</strong><br />  er en sår og poetisk fortelling<br />  om overgrep, voksne som svikter<br />  - og om brødre som finner hverandre.</div>  <div>&#160;</div>  <div>Selv om Fretheim har skrevet boka<br />  med enkel tekst, er dette en kompleks roman,<br />  både i innhold og form.<br />  Den er ikke blant <br />  de enkleste bøkene våre for ungdom.<br />  </div>  <div>Tor Fretheim er en norsk journalist, forfatter og oversetter. </div>  <div>Som forfatter er han særlig kjent <br />  for sine barne- og ungdomsbøker, <br />  som han har vunnet flere priser for.</div>  ",169
57,"  <div>Vi følger Lars Åge gjennom <br />  behandlingen han får.</div>  <div><br />  Boka har enkelt innhold<br />  og store fotografier <br />  som viser hva som skjer. </div>  <div>&#160;</div>  <p>Boka er en del av prosjektet <br />  ""Kreft hos eldre mennesker med utviklingshemming"".<br />  Det fins også en bok om <br />  en kvinne som får kreft.</p>  ",170
59,"  <div>Vi følger Gunvor gjennom <br />  behandlingen hun får.<br />  Boka har enkelt innhold<br />  og store fotografier <br />  som viser hva som skjer. </div>  <div>&#160;</div>  <p>Boka er en del av prosjektet <br />  ""Kreft hos eldre mennesker med utviklingshemming"".<br />  Det fins også en bok om <br />  en mann som får kreft.</p>  ",171
60,  <div>Ingrid og Teodor drikker melk til frokost.  <br />  Hvor kommer egentlig melka fra? <br />  Ingrid og Teodor vil finne svaret.</div>  <div>De går til butikken og følger melka <br />  hele veien tilbake til bondegården.   </div>  <div>&#160;</div>  <div>Ingrid og Teodor er døve og bruker tegnspråk. </div>  <div>Det er ikke lyd på CD-ROM-en. </div>  <div>&#160;</div>  <div><strong>Melkemysteriet</strong> er produsert ved </div>  <div><strong>Møller kompetansesenter</strong> <br />  med støtte fra <strong>Statens Bibliotektilsyn</strong>. </div>  ,172
61,"  <div>Hvor er Molly? <br />  Molly har gjemt seg. <br />  Er hun i huset, i båten eller i klesskapet? <br />  Klikk på klaffene og hjelp Molly å lete! <br />  Mange barn har hatt glede av Molly. <br />  Nå kan også døve barn bli kjent med henne <br />  på sitt eget språk. </div>  <div>&#160;</div>  <div>Fortellingene blir fortalt </div>  <div>med både tegnspråk og stemme. </div>  <p><strong>Torkil Pettersen</strong> forteller om Molly på tegnspråk. <br />  <strong>Frode Haugen</strong> er stemmetolk. </p>  ",173
62,"  <div>Forrige bind, Den mystiske dalen, <br />  sluttet med at Bestemor Ben, Thorn og Fone Bone <br />  må dra fra hytta i skogen. <br />  Det er ikke trygt der lenger. <br />  Hvordan vil det gå med dem? <br />  Og med fetterne i landsbyen Barrelhaven? <br />  </div>  <div>&#160;</div>  <div>I Dragedreperen fortsetter historien, <br />  men boka kan også leses alene. </div>  <div>&#160;</div>  <div>Dette bindet er tidligere gitt ut som tre bøker: <br />  Bok en: Dragedreperen <br />  Bok to: Granittkjeve: Østgrensens herre<br />  Bok tre: Den gamle mannens hule</div>  <div>&#160;</div>  <p>Teksten er skrevet med store bokstaver, <br />  og tegningene er tydelige. <br />  Leseren blir revet med fra første side. <br />  Den passer for både voksne og barn. </p>  ",174
63,"  <div>Martha spør om Oscar vil leke, <br />  men Oscar er lei seg. <br />  Han har mistet en tann. </div>  <div>Martha hjelper Oscar <br />  med å legge tannen <br />  i et glass vann. <br />  Oscar blir glad igjen.</div>  <div>&#160;</div>  <div>Boka er illustrert med tegninger <br />  og <strong>tegn til tale</strong>. Boka tilhører </div>  <div>serien om Oscar med tegn til tale. </div>  <div>Den første heter </div>  <div><strong>Lær å telle fra 1 til 10</strong>. </div>  ",175
64,"  <div>DVD-en inneholder </div>  <div>en fullstendig søkbar bibeltekst. <br />  I tillegg inneholder den forklaringer, kart, <br />  tidstabeller og billedkunst.</div>  <div>&#160;</div>  <div><strong>Tegn til tro</strong> er utviklet av </div>  <div><strong>Det norske Bibelselskap</strong>, <br />  <strong>Det Døvekirkelige arbeid</strong> </div>  <div>og <strong>Døves Media</strong>.</div>  <div>Utgivelsen er støttet av </div>  <div><strong>Kultur- og kirkedepartementet</strong><br />  og <strong>Felleslegat for døve</strong>. </div>  <div><br />  DVD-en kan kjøpes </div>  <div>i Bibelselskapets bokhandel. </div>  <div>Se lenke til høyre. <br />  </div>  ",176
65,"  <div>Han kan ta med seg musene i <br />  ranselen sin. <br />  Hvordan skal han klare å holde musene <br />  nede i sekken en hel skoledag? <br />  Tenk om lærer Nilsen oppdager dem? <br />  Han som hater dyr med pels! <br />   <br />  Dette er ei bok i serien Bokormen.<br />  Arne Svingen har gitt ut flere bøker om Hubert. <br />  Hubert i musetrøbbel er nummer to. </div>  <div>Boka er tidligere utgitt med tittelen <strong>Musetrøbbel</strong>. </div>  <div>Svingen har en lang litterær produksjon bak seg </div>  <div>og skriver for barn, ungdom og voksne. </div>  ",177
66,"  <div>Gudrun fortel ei spennande historie </div>  <div>som startar med då ho og bror hennar </div>  <div>segla på dei sju hav. </div>  <div>Broren har vore på leit etter ei kvinne </div>  <div>han var forelska i for lenge sidan. </div>  <div>&#160;</div>  <div>Ein dag kjem det eit kort til Gudrun. <br />  Birger hadde reist til Brasil, <br />  står det der. <br />  No er han på veg heim. </div>  <div>Johan har ei stor overrasking i vente. </div>  <div>&#160;</div>  <div>Dette er ei bok i Kometserien. </div>  ",178
67,"  <p>Vekk fra gården.<br />  Vekk fra Em og mamma. <br />  Emaline savner ham.<br />  Men nesten like mye savner hun Prins,<br />  hunden sin.<br />  Pappa skjøt ham etter ulykken.<br />  Hvordan skal  hun og mamma<br />  greie seg uten pappa?</p>  <p>Så kommer Angus, han som de andre <br />  kaller ""gærnemannen"" og ""gorillaen"".<br />  Angus bor på sinnsykeasylet,<br />  og naboene er redd ham. <br />  For Em og mamma blir han redningen.</p>  <div>&#160;</div>  <div><strong>Emaline og Gærnemannen</strong> er en roman om samhold<br />  og om å være medmennesker.<br />  </div>  <div>I Canada vant den prisen<br />  for beste ungdomsbok.</div>  <p>&#160;</p>  <p>Det er en svært rik fortelling,<br />  presis og korthugd.<br />  Boka passer for alle fra 10 år<br />  - til og med voksne.</p>  <div>&#160;</div>  <div>Boka har også vært prøvd ut </div>  <div>på en gruppe lesere med utviklingshemming.  </div>  <div>De syntes den var nokså krevende. </div>  <div>Det hadde vært lettere for dem </div>  <div>hvis boka hadde hatt bilder.  </div>  <div>Den dramatiske historien, </div>  <div>og særlig hendelsen med hunden, </div>  <div>gjorde et sterkt inntrykk på leserne. </div>  <div>Det var en fordel at de leste boka </div>  <div>sammen i en gruppe </div>  <div>slik at de kunne diskutere innholdet underveis.  </div>  <div>&#160;</div>  <div>&#160;</div>  <div>&#160;</div>  ",179
68,"  <div>Der Emma kan være som hun vil.<br />  Der våger hun å sende meldinger<br />  til ToreHund med de pene øynene.</div>  <div>&#160;</div>  <div>Kjersti Scheen har skrevet mange <br />  bøker med enkel tekst. I 2006 kom <br />  krimboka <strong>Ni brev til advokaten</strong>,<br />  og i 2005 kom ungdomsboka <strong>Villas vals</strong>. </div>  <div>&#160;</div>  <p>Boka finnes også som lydbok. </p>  ",180
70,"  <p>Dette er sterke dikt som det er lett å lese. <br />  Boka er illustrert med <br />  fargerike malerier av Odd Bjørnar Danielsen. </p>  <p>""Hvorfor skal ikke mennesker som meg <br />  få lov til å bli født?"" spurte Hanne Mathiassen <br />  før denne boka ble laget. <br />  Hun har gjort seg mange tanker <br />  om menneskeverd.<br />  &#160; <br />  Boka kan bestilles av Einar Sand. <br />  Telefon: 35 58 90 76<a href=""mailto:einar.sand@kirken.no""></a> </p>  ",181
72,"  <div>Boka er rikt illustrert. <br />  Hvert bilde viser fram stedet de reiser til, <br />  og en bokstav.<br />  Den fungerer både som reiseskildring, <br />  og som ABC. </div>  <div>&#160;</div>  <div>Stedene de reiser til er skrevet i løkkeskrift<br />  som ikke er lett å lese, <br />  og noen av ordene er vanskelige. <br />  Det Alf og Beate sier til hverandre <br />  er skrevet med store bokstaver. </div>  <div>&#160;</div>  <div>Kristin Roskifte har også skrevet en annen ABC-bok </div>  <div>med Alf og Beate. Den heter <strong>28 rom og kjøkken</strong>. <br />  </div>  ",182
73,  <div>Boka inneholder fortellinger uten ord <br />  som passer for voksne. </div>  <div><br />  </div>  <div>Shhh! samler historier fra serien Mjau Mjau. <br />  Boka kom første gang ut i 2000 <br />  og er oversatt til sju språk. </div>  ,183
75,"  <div>Boka er den tredje i serien <br />  med øvelser som kan gjøres på ti minutter. </div>  <div>Her får du også et eget kapittel </div>  <div>med pilatesøvelser. </div>  <div><br />  Boka gir tips om sunn mat s</div>  <div>om holder deg slank. <br />  Alle øvelsene blir vist med bilder<br />  og er enkelt forklart.  </div>  <p>Teksten er nokså enkel, <br />  og boka har lite tekst og mange bilder.<br />  Fonten kunne vært større (8,5 punkt),<br />  og teksten har noen lange ord.</p>  ",185
76,"  <p>Vi forteller historier til hverandre hele tiden. <br />  Vi forteller om filmer vi har sett, <br />  mennesker vi har møtt, <br />  og ting vi har opplevd. <br />  På en måte er vi alle fortellere. </p>  <div>Noen fortellinger formidler viktig livsvisdom. <br />  </div>  <div>Fortellingene i <strong>Lese eller fiske?</strong> <br />  er hentet fra mange land, <br />  noe som gjør det lett å kjenne seg igjen, <br />  både for én- og flerspråklige. <br />  Boka passer godt for leseombud<br />  eller i lesegrupper. </div>  <div>&#160;</div>  <div>Boka inneholder også et kort kapittel <br />  med tips til hvordan du kan holde taler <br />  i for eksempel dåp, konfirmasjon og bryllup. </div>  <div>&#160;</div>  <div>Historiene i <strong>Lese eller fiske? <br />  </strong>er hentet fra boka <strong>Livet er som et banantre</strong>, <br />  som forfatterne gav ut i 2004. <br />  Her er de skrevet om med enkel tekst. </div>  ",186
77,"  <p>Illustrasjonene kan du vri og vende, trekke og dra. <br />  Teksten har rim og regler, både i blindeskrift<br />  og svartskrift med store fonter. <br />  Boka passer både for blinde og seende barn. </p>  <div>&#160;</div>  <div><strong>Vers på tvers</strong> vant dobbelt gull under<br />  Årets vakreste bøker i 2008. <br />  Ikke bare vant den i klassen for tilrettelagte bøker, <br />  den vant også i åpen klasse. <br />  Det markerer et gjennombrudd <br />  for følebøker som likeverdig litteratur. </div>  <div>""En grafisk og taktil bildebok </div>  <div>som ikke bare fungerer for blinde.<br />  Vers på tvers fortjener gull, </div>  <div>ikke fordi den er politisk korrekt, <br />  men fordi den er noe så utrolig </div>  <div>som en vakker billedbok for blinde.""</div>  <div>(juryens kommentar)</div>  <div>&#160;</div>  <div>Og ikke nok med dét - </div>  <div><strong>Vers på tvers</strong> har også blitt hedret</div>  <div>med en internasjonal pris: </div>  <div><a title=""(TBAG)-konkurransen 2008"" href=""http://www.tactilebooks.org/competition/index.html"" target=""_blank"">The Tactile Book Advancement Group (TBAG) </a></div>  <div>inviterte til konkurranse for taktile bøker i 2008, </div>  <div>og Anette Diesen stakk av med en av prisene. </div>  <div>&#160;</div>  <div>Anette Diesen er verdens mest erfarne forfatter <br />  av bøker med følebilder. <br />  Hun har laget en lang rekke bøker tilpasset <br />  mennesker med ulike funksjonshemminger: <br />  Bøker med punktskrift, følebilder, bliss, <br />  storskrift og enkelt innhold. <br />  </div>  ",187
81,"  <div>Ávvudivttat sisttisdollá <strong>Rauni Magga Lukkari<br />  </strong>prologaid mat leat cállojuvvon sierra <br />  dilálasvuoðaide Davvikalohtas, <br />  Davvi-Norggas ja Sámis 1988 ja 2003 gaskkas.<br />  Dát divttat eai leat almmustahtton ovdal sámegillii. </div>  <div>&#160;</div>  <div>Lohkki beassá ávvudivttaid mielde <br />  oahpásmuvvat sámi politihkalaš <br />  ja akademalaš máilmmi lagaš historjái, <br />  nugo ovdamearkka dihtii sámi álbmotbeaivvi <br />  vuosttas ávvudeapamái ja sámi girjjálašvuoða v<br />  uosttas doaktárnákkosdilálašvuhtii.<br />  </div>  ",188
82,"  <div>Rauni Magga Lukkari har en lyrisk stemme <br />  som ikke er redd det jordnære. </div>  <div><br />  Teksten er enkel og er illustrert <br />  med fargerike naturfotografier. </div>  <div>Hilsen til har norsk tekst i boka, <br />  men på CD-en som følger med <br />  leses de samme tekstene på nord-samisk. <br />  Blandingen av norsk tekst og samisk tale <br />  gjør litteratur om samisk samfunn <br />  lettere tilgjengelig på norsk. <br />  I tillegg kan det styrke evnen <br />  til tospråklig forståelse. </div>  <div>&#160;</div>  <p>Hilsen til finnes også med samisk tekst. <br />  Den heter Ávvudivttat. </p>  ",189
83,"  <div>Det er så tørt, så tørt. <br />  Gresskarene til Heksagon vil slett ikke vokse. <br />  Heksagon skulle bare trylle litt regn, <br />  noen dråper bare.<br />  Plutselig har hun tryllet en hel storm!<br />  Stormen er så sterk at husvogna til bestevennen <br />  blåser rett i elva.  <br />  Han må finne seg et annet sted å bo, <br />  og ingenting er vel bedre enn <br />  å bo sammen med sin beste venn?</div>  <div>&#160;</div>  <div>Med dialog, sang og lydeffekter <br />  skapes et univers barn kan leve seg inn i.<br />  Dette er <strong>Leser søker boks</strong> forsøk på <br />  å dyrke fram lydbøker som ikke bare leses høyt, <br />  men som også gjør innholdet lettere tilgjengelig. </div>  <div>&#160;</div>  <div>Lydboka er lagt opp slik at den kan brukes <br />  sammen med den trykte boka med samme tittel.<br />  Den trykte boka kom ut i 2006 </div>  <div>som en del av <strong>Leseløve-serien</strong> til Damm. </div>  <div>&#160;</div>  <div>Lydboka av <strong>Heksagon tryller en storm</strong> </div>  <div>er blitt prøvd ut av multifunksjonshemmede</div>  <div>og lesere med autisme. </div>  <div>De hørte på lydboka samtidig som de bladde i </div>  <div>den trykte versjonen som har gode og tydelige illustrasjoner. </div>  <div>Dette  fungerte godt. </div>  <div>Lesetempo på lydboka var passe, </div>  <div>og det var overkommelig å følge handlingen</div>  <div>for denne gruppen.   </div>  <div><br />  </div>  <p>&#160;</p>  ",190
84,  <p>Kapitlene kan leses i den rekkefølgen man vil. <br />  Illustrasjonene til André Jensen <br />  gjør boka morsom å bla i. </p>  <div>Boka gir mange AHA-opplevelser for dem som <br />  har eller lurer på om de har ADHD <br />  - eller kjenner noen som har det. </div>  <div><br />  </div>  <div><strong>Ti tanker i hue - og ingen på papiret</strong> </div>  <div>har allerede fått mye skryt <br />  og Norsk kulturråd har kjøpt den inn <br />  til alle norske bibliotek. </div>  <div>Boka er også blitt oversatt til svensk. </div>  <div>&#160;</div>  <div>Lisbeth Iglum Rønhovde er <br />  en av dem som vet mest <br />  om barn og ungdom med ADHD. <br />  Hun har tidligere skrevet <br />  <strong>Kan de ikke bare ta seg sammen <br />  </strong>som handler om barn og unge med <br />  ADHD og Tourette syndrom.  </div>  <div>&#160;</div>  <p>&#160;</p>  ,191
85,"  <div>Det er lille julaften. <br />  En gutt er alene hjemme <br />  og venter på faren sin.<br />  Han gleder seg til jul,<br />  men er redd for at faren er full <br />  når han kommer.</div>  <div>&#160;</div>  <div><strong>Spurvegutten</strong> er ei alvorlig og vakker bok <br />  om et følsomt tema. <br />  Det er ei annerledes julebok <br />  for alle som ikke vet om de venter <br />  på noe godt. </div>  <div>&#160;</div>  <p>Boka treffer voksne rett i hjertet, <br />  men kan også leses av barn og unge. <br />  Teksten er enkel, <br />  og nydelig illustrert <br />  av <strong>Malgorzata Piotrowska</strong>. </p>  ",192
90,"  <div>I <strong>Metallet som forandret verden</strong><br />  blir du kjent med hvordan de<br />  laget jern i gamle dager,<br />  og hva det ble brukt til da.<br />  Det har vært mange jernverk i Norge. <br />  Særlig viktig var Næs jernverk på Sørlandet. </div>  <div><br />  </div>  <div>Boka forteller også om moderne jernverk<br />  og om hva jern og stål brukes til i dag.</div>  <div>&#160;</div>  <p>I samme serie fins også <strong>Jakten på det røde gull</strong>,<br />  om metallet kobber, <br />  og <strong>Blåfargen som verden ville ha</strong>, <br />  om kolbotmalm. </p>  ",193
91,"  <p>Dette er ei bok for den som kan gle seg <br />  over det som skjer her og no, <br />  men også for den som hugsar <br />  dagen for 30 år sidan betre <br />  enn dagen i går. <br />  Saman med fotografia kan teksten <br />  lokke fram minne og draumar <br />  om det å vere glad i nokon. <br />   <br />  Odveig Klyve (f. 1954) er busett i Stavanger. <br />  Hennar første diktsamling kom i 1993,<br />  dette er hennar sjuande. <br />  Klyve har også skrive barnebøker og <br />  hatt regi på fleire kortfilmar som har vore vist <br />  på internasjonale filmfestivalar i  Europa, USA og India. </p>  <p>Boka er rikt illustrert<br />  med klare og varme fotografi<br />  av Tove Elin Berg (f. 1962).</p>  ",194
92,"  <p>Cho Saint Tun er flyktning. <br />  Han kom til Norge i 2005, <br />  etter å ha levd med <br />  forfølgelse og tortur i Burma <br />  store deler av sitt liv. <br />  Årsaken var at han kjempet for <br />  et fritt og rettferdig Burma <br />  og støttet Aung San Suu Kyi. </p>  <div>&#160;</div>  <div>Cho Saint Tun forteller sin historie <br />  gjennom forfatter Ragnhild Rossvær.<br />  Hun har tidligere gitt ut boka <br />  <strong>Flyktning i Norge – to kvinner forteller</strong> <br />  sammen med Eli Fiske Antonsen. </div>  <div>&#160;</div>  <div>Det flotte omslaget av boka viser bilde av en påfugl. </div>  <div>Påfuglen er Burmas nasjonalfugl </div>  <div>og et symbol for fred. </div>  ",195
93,"  <p>Den handler om sommeren da <br />  alt det beste og det verste skjer på èn gang. </p>  <div>Dette er en illustrert roman for ungdom, rå og ærlig.<br />  Boka kan minne om en tegneserie uten ruter, <br />  hvor teksten og bildene <br />  forteller hver sin del av historien.<br />  Boka har lite tekst, <br />  og selv om språket ikke alltid er enkelt, <br />  drives leseren med til siste side.<br />  </div>  <div>&#160;</div>  <div>Arne Svingen har skrevet <br />  en rekke populære bøker <br />  for barn, unge og voksne. <br />  Han har tidligere skrevet <strong>Flaskekongen</strong> <br />  med enkel tekst for voksne.</div>  <p>Mikael Noguchi jobber med dataspill, <br />  reklame og illustrasjon.<br />  I <strong>Dager jeg har glemt</strong> har han illustrert 200 sider.</p>  ",196
103,"  <p>Og heldigvis fins det gode råd <br />  for å takle det! </p>  <div>Anna Fiske har skrevet en klok bok <br />  om det å være sjenert.<br />  Boka har lite tekst og talende bilder.</div>  <div>&#160;</div>  <p>Anna Fiske har laget fem bøker<br />  i serien <strong>Følelsesbiblioteket.</strong><br />  De fire andre heter <strong>Sinne, Sjalusi, Forelskelse</strong> og <strong>Redd.</strong><br />  For <strong>Sinne</strong> vant hun prisen for <br />  Beste tilrettelagte bok <br />  under Årets vakreste bøker 2006.</p>  <div>&#160;</div>  <div>Bøkene er fine både for<br />  barn og ungdom som vil ha enkel tekst<br />  og voksne som trenger enkelt innhold.</div>  <div>&#160;</div>  <div>  <div><strong>Følelsesbiblioteket</strong> har vært brukt </div>  <div>i et studieopplegg ved NFU (Norsk forbund for utviklingshemmede). </div>  <div>Gruppen hadde stort utbytte av bøkene. </div>  <div>De viste seg å være velegnet </div>  <div>også til de som ikke kan lese selv. </div>  <div>Det ble mange fine samtaler </div>  <div>og erfaringsutvekslinger rundt bøkene. </div>  <div>&#160;</div></div>  <div>  <div>Bildene gir også rom for utdyping, </div>  <div>slik at for eksempel folk i norskopplæring </div>  <div>kan øve seg med å fylle inn ""tomrommene"" med norske ord.  </div>  <div>&#160;</div>  <div>  <div>Serien har også vært brukt i et lese- og skriveprosjekt </div>  <div>ved Rosenhof VO i Oslo. </div>  <div>Bøkene egnet seg godt til språktrening. </div>  <div>Elevene snakket om det de hadde lest </div>  <div>og skrev tekster om følelser.   </div></div></div>  ",197
