CONTENT_ID,CONTENT,CONTENT_TYPE_ID
832,"  <div>Onkel Simon flyttar inn hjå Henrik og mora.</div>  <div>Simon og Henrik har alltid hatt eit nært forhold, </div>  <div>men no er Simon sjuk. </div>  <div>Det er ikkje vanskeleg å sjå kva slags veg det ber, </div>  <div>utan at mora seier det rett ut. </div>  <div>Henrik fortel Simon at han har kyssa Kjersti, </div>  <div>ei jente i klassen, </div>  <div>sjølv om han ikkje har det. </div>  <div>Han torde ikkje da han hadde sjansen. </div>  <div>Snart kjem Kjersti heim frå ferie i Italia...</div>  <div>&#160;</div>  <div>Vinner av&#160;Brageprisen 2013</div>  <div>&#160;</div>  <div>Boka har litt lita skrift, </div>  <div>men berre ein setning på linja.</div>  <div>&#160;</div>  <div>  <div><strong>Brynjulf Jung Tjønn</strong> (f. 1980) er ein norsk forfattar, oppvokst i Feios i Sogn og Fjordane.</div>  <div>Han skriv og for vaksne.&#160;</div>  &#160;</div>  <div>&#160;</div>  <div>&#160;</div>  ",871
833,"  <div>Utenfor soveromsvinduet til Tom står en lyktestolpe. </div>  <div>Hver kveld blir lyset tent, og hver morgen blir lyset borte. </div>  <div>Slik har det vært så lenge Tom kan huske. </div>  <div>Lyset er der når han sovner, og lyser alene hele natta.</div>  <div>En kveld ligger hagen der helt mørk.</div>  <div>Lyktestolpen står der mørk og trist, sier ingenting.</div>  <div> Hvor er lyset blitt av?</div>  <div>&#160;</div>  <div>Kan være litt vrien å lese på grunn av mørk bakgrunn.</div>  <div>Men lite tekst på hver side,</div>  <div>og fine tegninger.</div>  <div>&#160;</div>  <div>  <div><strong>Gaute Heivoll</strong>&#160;(født i 1978), oppvokst i Finsland utenfor Kristiansand. </div>  <div>Norsk forfatter som også skriver for voksne.&#160;</div></div>    ",872
834,"  <div>Zainab er ni år. </div>  <div>Hun bor i et land langt borte, et land der det er krig. </div>  <div>En dag kommer ikke faren hennes hjem,</div>  <div> og familien får et brev fra ham der det står de må flykte.</div>  <div> Sammen med resten av familien legger Zainab ut på flukt gjennom ørkenen,</div>  <div>der de søker tilflukt i en flyktningleir.</div>  <div>&#160;</div>  <div>Stor skrift og lite tekst på hver side.</div>  <div>En trist, varm og vakker fortelling om et viktig tema.</div>  <div>&#160;</div>  <div>  <div><strong>Salah Nassar</strong> er født og oppvokst sør i Irak.</div>  <div>Han kom til Norge som flyktning på slutten av 1992.</div>  <div>&#160;</div></div>  <div>&#160;</div>  <div>&#160;</div>  ",873
835,"  <div>Dette er en perle av en bok!</div>  <div>&#160;</div>  <div>  <div>I en liten bygd i Nord-Norge, </div>  <div>sliter en ung jente med å bearbeide sorgen etter at faren er død.</div>  <div> Moren er fjern av sorg, </div>  <div>og kjæresten har sveket henne.</div>  <div>&#160;</div>  <div>Boken har små bokstaver,</div>  <div>men lite tekst pr side.</div>  <div>Den har svart humor,</div>  <div>sprelske påfunn</div>  <div>og er en fest å lese!</div>  <div>&#160;</div>  <div><strong>Sanne Mathiassen</strong> (født 1983) er en norsk forfatter.&#160;</div>  <div>&#160;</div>  <div>&#160;</div>&#160;</div>  <div>&#160;</div>  <div>&#160;</div>  ",874
836,"  <div>Hun er seksten år, i en liten bygd i Nord-Norge.</div>  <div> Moren har tatt livet sitt.</div>  <div> Lillesøsteren har flyttet inn hos tante Else i nabohuset.</div>  <div> Faren ligger på sofaen hjemme med gardinene trukket for.</div>  <div> Slik er det, hvis ikke verre.</div>  <div> Det er oktober, det er mørketid.</div>  <div> I jakka har hun med seg en lommelykt, </div>  <div>på leting etter noe som kanskje kan gi mening. </div>  <div>Som Jonas, om hun bare får ham til å legge merke til henne.</div>  <div> Imens er moren alt hun har,</div>  <div> det som fortsatt er igjen etter henne.</div>  <div>&#160;</div>  <div>Små bokstaver,</div>  <div>men korte, gode setninger.</div>  <div>Absurd humor og en meget god bok.</div>  <div>&#160;</div>  <div><strong>Sanne Mathiassen</strong> (født 1983) er en norsk forfatter.&#160;</div>    ",875
837,"  <div>Når jeg er på besøk hos farmor og farfar</div>  <div> pleier jeg å få farfar til å fortelle historier fra gamle dager.</div>  <div> Den aller fineste er den om da&#160;oldefar&#160;var doktor.</div>  <div>&#160;</div>  <div>Litt små bokstaver,</div>  <div>men lite tekst på hver side</div>  <div>og mange fine tegninger og fotos.</div>  <div>&#160;</div>  <div>Spennende og morsom bok!</div>  <div>&#160;</div>  <div>  <p><strong>Adele Lærum Duus</strong>&#160;(født 1974) er en norsk litteraturformidler, skuespiller og forfatter.</p>&#160;</div>  <div>&#160;</div>  ",876
838,"  <div>Kakerlakken er redd for å blø, redd for å dø. </div>  <div>Men ho er òg redd for å leve.</div>  <div>Kvar finn ein lys og glede når hausten har gøymt sola og fargane?</div>  <div>&#160;</div>  <div>Bittersøt historie om kakerlakken som får tunge tankar kvar vinter.</div>  <div> Dette er ei bok det er lett å bli glad i.</div>  <div>&#160;</div>  <div>  <div><strong>Martine&#160;Grande</strong>&#160;(f. 1985) voks opp i Lierne i Nord-Trøndelag og bur no i Volda.&#160;</div>  <div>Ho er utdanna animatør og jobbar til dagleg i sitt eige vesle animasjonsselskap.</div>  &#160;</div>    ",877
839,"  <div>I denne boken er det åtte korte historier.</div>  <div>De slutter alle sammen på en snål, overraskende måte.</div>  <div>&#160;</div>  <div>Store bokstaver og lite tekst på hver side.</div>  <div>Tegninger på hver side.</div>  <div>&#160;</div>  <div><strong>Ulli Schuber</strong>t (født 1958) er en tysk forfatter .</div>  ",879
840,"  <div>Sol er foreldreløs og bor hos en rik familie på landsbygda. </div>  <div>Hun hjelper til i kjøkkenet og leker med sønnen i huset. </div>  <div>Så en dag får Sol høre sannheten: </div>  <div>Hun er bare en slave. </div>  <div>Da hun var liten ble hun røvet fra foreldrene sine fordi hun&#160;er av Heksefolket.</div>  <div> Hvorfor har hun ikke skjønt det før?</div>  <div>Heksefolket bor langt mot nord, de har magiske krefter.&#160;</div>  <div> Men nå vil de ha tilbake barna som ble røvet fra dem for mange år siden, </div>  <div>og det ser ut til å gå mot krig. </div>  <div>Da Sol skjønner hvem hun er ,</div>  <div> rømmer hun fra huset hun har bodd i hele livet for å redde seg selv og sitt folk. </div>  <div>En spennende jakt er på gang!</div>  <div>&#160;</div>  <div>&#160;</div>  <div>  <p><strong>Jo Salmson</strong>&#160;,&#160;pseudonym&#160;for&#160;Catharina Wrååk &#160;(født 1957), er en svensk forfatter.</p>&#160;</div>  ",880
841,"  <div>Timmy Tabbe - den håpløse, latterlig selvsikre direktøren i det beste detektivbyrået i byen.</div>  <div>Kanskje til og med i hele landet. </div>  <div>Hans imponerende late kompanjong,</div>  <div> en veldig stor isbjørn som heter Kjempe.</div>  <div>Sammen er de Kjempe Tabbe AS, </div>  <div>et selskap som garantert kommer til å gjøre Timmy så rik </div>  <div>at moren ikke trenger å stresse med regningene lenger.</div>  <div>&#160;</div>  <div>Noen lange ord, men hysterisk morsom bok!</div>  <div>Massevis av gøyale tegninger.&#160;</div>  <div>&#160;</div>  <div>  <p><strong>Stephan Pastis</strong> &#160;(født 1968) er en amerikansk&#160;tegneserieskaper&#160;og forfatter.</p>  &#160;</div>    ",881
842,"  <div>Med ""Mens vi venter på nissen"" har Anna Fiske laget en koselig adventsbok for småbarnsfamilien,</div>  <div> full av tips til morsomme ting man kan lage selv.&#160;</div>  <div>Materialene er enkle å skaffe.</div>  <div> En del finnes allerede i skuffer og skap, mye finner du utendørs,</div>  <div>og resten kan kjøpes for en billig penge.</div>  <div> Målet er mest mulig kos underveis og, ikke minst, null stress. </div>  <div>Resultatet av innsatsen er sjarmerende advents- og julepynt som også er flott å gi bort i gave.</div>  <div>Alle tingene i boken har en enkel og pedagogisk trinn for trinn-forklaring i tekst og tegning,</div>  <div> tilrettelagt for små barn som ikke kan lese.&#160;</div>  <div>&#160;</div>  <div>Håndskrevne bokstaver.</div>  <div>Lite tekst og masse spreke tegninger!&#160;</div>  <div>&#160;</div>  <div>  <p><strong>Anna Fiske</strong>&#160;(født 1964&#160;i&#160;Ängelholm&#160;i&#160;Sverige) er&#160;illustratør,&#160;tegneserieskaper&#160;og&#160;forfatter&#160;bosatt og virksom i Norge.</p>  &#160;</div>    ",882
843,"  <div>Tre konditorer konkurrerer om å bake den beste kaken til Muhammed Karats femtiårsfest.</div>  <div> Men konditorene oppfører seg så rart. </div>  <div>Spesielt en av dem ...</div>  <div> Da&#160;lyset slukkes og en diamant forsvinner,</div>  <div> skjønner Lasse og Maja at de har fått en&#160;ny sak!</div>  <div>&#160;</div>  <div>Lett språk og store bokstaver.</div>  <div>Mye dialog.</div>  <div>&#160;</div>  <div>  <p><strong>Karl Widmark</strong> (født 1961), er en&#160;svensk&#160;lærer&#160;og&#160;barnebokforfatter.</p>  &#160;</div>    ",883
844,"  <div>Denne boka gir deg en innføring i Nordmarkas spennende flora og fauna.</div>  <div>Du kan lese om klima, geologi og Nordmarkas vannveier. </div>  <div>Og du blir kjent med dyrene som lever&#160;<em>over</em>&#160;jorda,&#160;<em>på</em>&#160;jorda, og&#160;<em>i</em>&#160;vannet.</div>  <div>&#160;</div>  <div>For å bli godt kjent med Nordmarka, trenger du oversiktlige kart. </div>  <div>Det finner du flere steder i boka: Både over turstiene og alle de ulike vannene. </div>  <div>Skal du ut og gå på ski eller på beina, finnes det svært mange oppmerkede stier.</div>  <div>&#160;</div>  <div>Boka er delt inn i 18 små og store kapitler, </div>  <div>og alle kapitlene inneholder mange bilder og tegninger med forklaring. </div>  <div>Bakerst i boka er det et register du kan slå opp i. </div>  <div>Innimellom finner du faktabokser med interessante fakta, </div>  <div>som for eksempel hvordan humla spiller en vesentlig rolle for at vi skal kunne plukke blåbær utpå sommeren.</div>  <div>&#160;</div>  <div>Leif Ryvarden er utdannet sivilingeniør i kjemi og har tidligere gitt ut flere bøker, blant annet:</div>  <div><em>Seiland og Varangerhalvøya</em> (2009) og <em>Norges nasjonalparker</em> (2011).&#160;</div>  <div>&#160;</div>  <div><br />  </div>  ",884
845," <!--StartFragment-->  <div class=""MsoNormal"">Det var i en alder av 27 at Thor Lundh satset det han hadde for å starte utvinning av larvikitt. </div>  <div class=""MsoNormal"">Det kunne gått riktig galt. Det gjorde det ikke.</div>  <div>&#160;</div>  <div>Denne boka gir deg et innblikk i hvordan Lundhs AS har blitt en av Norges største eksportbedrifter. </div>  <div>Det er ikke bare hardt arbeid og faglig dyktighet som står bak suksessen, men også en real porsjon flaks.</div>  <div>&#160;</div>  <div>Gjennom boka blir du kjent med Thor Lundhs historie gjennom bilder og tekst </div>  <div>– både hans personlige&#160;<em>og</em>&#160;hans bedriftshistorie.</div>  <div>&#160;</div>  <div>Bakerst i boka er det en kort oppsummering på engelsk.&#160;</div>  <div>&#160;</div>  <div>Tom Lotherington (f. 1950) er fagbokforfatter, skjønnlitterær forfatter og skjønnlitterær oversetter.&#160;Av fagbøker har han tidligere utgitt&#160;<em>Wildenwey – et dikterliv</em>&#160;(1993) og&#160;<em>Med solen ytterst i nebbet. En bok om Harald Sverdrup</em>&#160;(1998)</div>  <div>&#160;</div>&#160;  <p class=""MsoNormal""><span style=""font-family: Times;"">  <o:p>&#160;</o:p></span></p>  <p class=""MsoNormal""><span style=""font-family: Times;"">  <o:p>&#160;</o:p></span></p> <!--EndFragment-->  ",885
846,"    <!--StartFragment-->  <div class=""MsoNormal"">En liten gutt stirrer ut i  ingenting. </div>  <div class=""MsoNormal"">Et ingenting som senere viser seg å være et bål fullt av døde  mennesker. </div>  <div class=""MsoNormal"">En død baby som blir kastet på det samme bålet.</div>  <div>  <div>&#160;</div> En kvinne liggende på  bakken. </div>  <div>Under henne et barn. </div>  <div>Man kan ikke beskytte noen mot en atombombe. </div>  <div>Begge  er døde.  <div>&#160;</div> Den 6. august 1945 var  første gang i verdenshistorien at en atombombe brukes mot et sivilt mål. </div>  <div>Man  visste lite om hvilken skade den kunne gjøre. </div>  <div>Man visste ingenting om  langtidsvirkningene.  <div>&#160;</div> Denne boka forteller noen av  de dødes historie gjennom bilder, </div>  <div>øyenvitner, journalister, forfattere og  historikere.  <div>&#160;</div> Anne Thelle (f. 1969) har en doktorgrad i japansk litteratur.</div>  <div>Hun debuterte&#160;i 2000 med <em>Japan - solens opprinnelse.</em>&#160;</div>  <div>Hun har skrevet flere bøker for barn og unge, blant annet fagbøker om Japan for ungdom.&#160;  <div>&#160;</div></div>  ",886
847," <!--StartFragment-->  <div>Er nynorsk det mest keisame du kan tenkja deg? </div>  <div>Trur du at nynorsk er  meir komplisert enn bokmål? </div>  <div>Ser du for deg at dei som har nynorsk som hovudmål  er slike som sit på ein knast langt oppe på eit fjell og bles i eit horn? </div>  <div>Då er  dette boka for deg. </div>  <div>&#160;</div>  <div>I <em>Nynorsk for dumskallar</em> kan du mellom anna lesa om nynorske  kjendisord, </div>  <div>om substantivsjuka og om spynorsk mordliste. </div>  <div>Du får ei enkel  innføring i korleis du bøyer ulike nynorske ord, </div>  <div>og kva dei eigentleg heiter,  alle desse rare orda. </div>  <div>Truleg går det opp for deg at dei jamvel ikkje er så  rare!</div>  <div>&#160;</div>  <div>Boka er delt inn i seks kapittel, </div>  <div>og bak i boka kan du testa deg sjølv  med ulike grammatikkoppgåver.</div>  <div>&#160;</div>  <div>Kristin Fridtun (f. 1987) er språkspaltist i Dag og Tid, </div>  <div>og har  tidlegare gjeve ut boka <em>Norsk etymologisk oppkok </em>(2012).</div> <!--EndFragment-->  ",887
848,"    <!--StartFragment-->  <div>Dette er bakeboka for den som vil ta steget fra den tradisjonelle  bløtkaka eller sjokoladekaka, </div>  <div>og opp til avansert kakenivå. </div>  <div>Boka inneholder  oppskrifter som steg for steg forklarer hvordan du kan lykkes med å bake alt  fra en morsom Ole-Brummkake eller en skremmende sjørøverkake, </div>  <div>til en  sjarmerende marihønekake eller en vakker prinsessekake.</div>  <div>&#160;</div>  <div>Du finner også oppskrifter på flotte kaker for den eldre garde,  </div>  <div>som sacherkake og schönbrunnkake. </div>  <div>&#160;</div>  <div>Problemet blir kanskje å spise kaka, </div>  <div>for hvem vil vel ødelegge  et kunstverk?</div>  <div>&#160;</div>  <div>Å lage slike kaker er ikke gjort på et øyeblikk, </div>  <div>og rett utstyr  er viktig for å få resultatet slik man vil. </div>  <div>Jensen tipser deg om butikker og  nettbutikker hvor du kan få tak i det du trenger.</div>  <div>&#160;</div>  <div>For de som vil gjøre det enkelt, men likevel godt, finnes det også  en is-oppskrift! </div>  <div>Det eneste du trenger av utstyr er ei brødform.</div>  <div>&#160;</div>  <div>Boka er delt inn i fire hovedkapitler: </div>  <div>Gode tips for vellykket  bakst, Grunnoppskrifter, Bursdagskaker og Temakaker.</div>  <div>&#160;</div>  <div>Janne Jensens store lidenskap og hobby er baking og kakedekorering. </div>  <div>Hun er lærer og driver bloggen Bursdagskaker.com.&#160;</div> <!--EndFragment-->  ",888
849,"  <div> <!--StartFragment-->  <div>Hvis ikke får du det etter å ha lest denne. </div>  <div>Burgerboka er en  fristende oppskriftsbok med mange bilder og enkle oppskrifter.&#160;Kokkene Terje  Haakstad og Panos Konstantinidis har en enkel filosofi:&#160;Kjøttet skal være av  god kvalitet,&#160;og skal ikke smakstilsettes.&#160;</div>  <div>Kjøttet skal snakke for seg sjøl, og  tilbehøret skal komplementere kjøttet.&#160;Om du ikke spiser kjøtt, kan du også  finne en vegetarburgeroppskrift.</div>  <div>&#160;</div>  <div>Etter å ha laget en av dine favorittburgere, </div>  <div>kan du lese litt om  hamburgerens inntog i den vestlige verden,&#160;og hvordan Døgnvill ble til.</div>  <div>&#160;</div>  <div>Hvis du ikke gidder å lage maten sjøl, </div>  <div>kan du stikke til restauranten&#160;<em>Døgnvill Bar og Burger</em> ved Mathallen i Oslo.&#160;</div></div>  <div>&#160;</div>  <div>Panos Konstantinidis er restaurantens kjøkkensjef, </div>  <div>og&#160;Terje Haakstad er daglig leder.  <div>&#160;</div>  <div>&#160;</div>  <div>&#160;</div> <!--EndFragment--></div>  ",889
850,"  <div>De første  kapitlene i denne boka gir deg en rask,</div>  <div>  <div>men god innføring  i det du trenger å vite om 5:2-dietten. </div>  <div>Resten av boka  består av oppskrifter på frokostmåltider og middager.&#160;Du kan finne  både enkle og litt mer tidkrevende oppskrifter.</div>  <div>&#160;</div>  <div>Bak i boka er  det noen eksempler på hvordan du kan sette sammen måltidene dine under  fastedagene.</div>  <div>Helt bakerst er  det en oversikt over oppskrifter etter kaloriinnhold.&#160;Det er i tillegg et  alfabetisk register over oppskriftene.</div>  <div>&#160;</div> <!--EndFragment-->Michael Mosley er mannen bak 5:2-konseptet.</div>  <div>Mosley har skrevet introduksjonen til denne kokeboken.</div>  <div>Miriam Spencer&#160;er en anerkjent mat- og moteskribent,</div>  <div> og har&#160;sammen med Dr. Sarah Schenker&#160;har utviklet oppskriftene i boka.</div>  <div>&#160;</div>  ",890
851," <!--StartFragment-->  <div>Forfatteren av  denne diktsamlingen fikk diagnosen Multippel Sklerose da hun var 38 år. </div>  <div>Hun ble raskt  bundet til rullestol, </div>  <div>og gjennom  skrivingen opplevde hun en ny måte å uttrykke seg på. </div>  <div>&#160;</div>  <div>I diktsamlingen  kan vi lese Hanne Langeland Brunes egne minner fra en lykkelig barndom,  </div>  <div>naturopplevelser, familiens varme, sykdommens vansker, </div>  <div>og vi kan også  lese betraktninger av det som foregår rundt henne i hverdagen,&#160;ofte med en  kristen undertone.</div>  <div>&#160;</div>  <div>Diktene er korte  og har en enkel struktur. </div>  <div>&#160;</div>  <div>Hanne Langeland  Brune (f. 1952) er opprinnelig fra Telemark og utdannet adjunkt. </div>  <div><em>Betroelser</em> er  hennes første bok.</div>  <div>&#160;</div> <!--EndFragment-->  ",891
852," <!--StartFragment-->  <div>Dette er boka  for den som elsker biler og for den som har lyst til å se hva som skjuler seg i  diverse garasjer, </div>  <div>verksteder, låver og stuer rundt om i Norge. </div>  <div>Du får møte  eierne, bilene og historiene bak. </div>  <div>&#160;</div>  <div>Boka har mange  bilder, og en del små faktabokser. </div>  <div>Teksten i boka  er stort sett basert på eiernes egne fortellinger om hvordan og hvorfor de er i  besittelse av nettopp den eller de bilene de eier.</div>  <div>&#160;</div>  <div>Blant bilene kan  du lese om Europas fineste Volvo – en 164E fra 1972,&#160;en Rat rod av  verste (eller beste) sort; </div>  <div>en Volvo PV fra 1962,&#160;du kan lese om  Mercedes, Morgan, A-Ford, T-Ford, Buick,&#160;Ford Mustang,  Plymouth Cuda, Pontiac Starchief, og mange, mange flere.&#160;</div>  <div>&#160;</div>  <div> <!--StartFragment-->  <div>Eskil Roll er  utdannet fotograf,</div>  <div>og har vært  interessert i gamle biler så lenge han kan huske. </div>  <div>Gunn M. Roll er  forfatter og grafisk designer. </div>  <div>Sammen driver de  byrået Roll &amp; Company.</div> <!--EndFragment-->&#160;</div> <!--EndFragment-->  ",892
853," <!--StartFragment-->  <div>Da er dette boka  for deg. </div>  <div>Den gir deg en grunnleggende  innføring i hvordan du kan bli en bedre fotballspiller, </div>  <div>og tar for seg  steg for steg hvordan du kan klare det. </div>  <div>Den tar blant  annet for seg teknikk, ballkontroll og teori. </div>  <div>Men fotball er  mye mer enn det; </div>  <div>her vil du også  kunne lese om koordinasjon, balanse, rytme,&#160;kontroll,  kreativitet, samhold, samarbeid, </div>  <div>forventninger,&#160;kommunikasjon og  det å ta ansvar.</div>  <div>&#160;</div>  <div>For å bli en god  fotballspiller må du spille masse fotball, </div>  <div>men den mentale  treningen er også viktig. </div>  <div>Johann Cryuff  har sagt at ”fotball er en sport man spiller med hjernen”.</div>  <div>&#160;</div>  <div>Du vil møte på  en del faguttrykk/fotballutrykk i denne boka. </div>  <div>&#160;</div>  <div>Viggo Strømme er  tidligere fotballspiller i Start, Vålerenga og Lyn,&#160;og er nå  sportssjef for fotballavdelingen</div>  <div> på Norges Toppidrettsgymnas i Bærum.</div>  <div>Han har  tidligere skrevet boka <em>Best med ball</em>  (2008) sammen med Erik Mykland og Kristofer Hæstad.</div>  <div>&#160;</div> <!--EndFragment-->  ",893
854," <!--StartFragment-->  <div>Forfattar Henning Rivedal og fotograf Leiv Bergum tek oss med på ei  reise frå Selja på Stad til Stalheim mot Jordalsnuten.</div>  <div>&#160;</div>  <div>Her møter du både det nære og det fjerne, </div>  <div>foto teke i fugleperspektiv og nær sagt froskeperspektiv. </div>  <div>Du får mellom anna sjå fjell, fossar og fjordar, </div>  <div>enorme vinterlandskap, håpefulle vårlandskap, </div>  <div>varme sumarlandskap og fargesprakande haustlandskap. </div>  <div>Du får ein liten kikk inn i naturens villskap og venleik.</div>  <div>Alt akkompagnert med dikt eller små historiske eller geologiske anekdotar.</div>  <div>&#160;</div>  <div>&#160;Leiv Bergum har dokumentert naturen sida 1963,</div>  <div>og resultatet av det er over ti millionar selde prospektkort. </div>  <div>Som 85-åring tek han fortsatt bilete av den vakre naturen han kjem  over.</div>  <div>&#160;</div>  <div>Henning Rivedal har tidlegare utgjeve boka <em>Sogndal: Portrett av ein tettstad</em> (2007) og <em>Gamalost</em> (2011).</div>  <div>&#160;</div>  <div><br />  </div> <!--EndFragment-->  ",894
855," <!--StartFragment-->  <div>Oppskrifter på  hjemmelaget og gratis pynt, </div>  <div>inspirerende  bilder og tips til gaver i adventskalenderen er blant noe av det denne boka gir  deg. </div>  <div>Du kan for  eksempel lære hvordan du lager kule dorullnisser,&#160;stjerner i never  og pepperkakekjærlighet </div>  <div>på pinne.&#160;Imens du holder  på å lage noe av dette,</div>  <div>kan du få noen  andre til å lese Alf Prøysens historie om bygda som glømte at det var jul, </div>  <div>som står på side  34. </div>  <div>&#160;</div>  <div>Hvis du har lyst  til å bruke tid på andre ting enn å bake, </div>  <div>kan du lage det  som i boka kalles ”Latterlig enkel fruktkake”.</div>  <div>&#160;</div>  <div>En koselig puslebok med enkle oppskrifter og stemningsfulle bilder.&#160;</div>  <div>&#160;</div>  <div>May B. Langhelle har også utgitt hobbybøkene <em>Myk start. Strikk til babyen</em>&#160;(2014),</div>  <div> og <em>Sikksakk. Sy barneklær av brukte voksenklær</em>&#160;(2014)</div>  <div><br />  </div>  <div>Heidi Bjørnsdotter Thorvik er designer, samt faglærer i kunst og håndverk.</div> <!--EndFragment-->  ",895
856," <!--StartFragment-->  <div>Aller først i <em>Helt enkelt</em> står det listet opp ulike  råvarer, </div>  <div>krydder og  redskaper som er greie å ha på kjøkkenet. </div>  <div>Så får du vite  litt om hva du kan og ikke kan fryse, </div>  <div>hvordan du måler  opp væske og ulike matvarer, </div>  <div>hva som er greit  å vite når du først skal lage mat, </div>  <div>og hvordan du  tilbereder maten på ulike vis.</div>  <div>&#160;</div>  <div>Boka er delt opp  i kategorier:</div>  <div>Grønnsaker,  poteter, pasta, ris og couscous, </div>  <div>bønner, linser  og erter, fisk, kylling, kjøtt, </div>  <div>kraft og saus,  frukt og bær, gjærbakst, desserter og kaker.</div>  <div>&#160;</div>  <div>Helt bakerst i  boka finner du et alfabetisk stikkordregister.</div>  <div>&#160;</div>  <div>Ingrid Espelid  Hovig (f. 1924) er norsk programleder og forfatter.&#160;Hun har tidligere gitt ut blant annet </div>  <div><em>Ingrids matminner</em> (2007),&#160;<em>Ingrid og Eyvinds livretter</em> (2010) og&#160;<em>Ingrid ber til julefest </em>(2013).</div>  <div>&#160;</div>  <div>Paul Løwe er matstylist og redaktør i nettmagasinet Sweet Paul.&#160;Han har tidligere gitt ut blant annet&#160;</div>  <div><em>Økologisk mat: ekte og enkelt </em>(2006)&#160;og <em>BBQ. Lekende lett </em>(2012).&#160;</div>  <div>&#160;</div> <!--EndFragment-->  ",896
857," <!--StartFragment-->  <div>Denne boka er en  godtepose med fristende og enkle oppskrifter,&#160;men den er også  full av fantastiske natur- og stemningsbilder:&#160;Vår egen norske natur  utgjør kulissene.</div>  <div>Bildene av  matrettene er like vakre som naturen, </div>  <div>og det er nesten  så man kan kjenne duftene av maten gjennom boksidene. </div>  <div>&#160;</div>  <div>For den som  ønsker å tilberede mer viltkjøtt, er denne boka en fin inspirasjon.&#160; </div>  <div>&#160;</div>  <div>Hver oppskrift  har en punktvis ingrediensliste, </div>  <div>og  framgangsmåten er enkel å følge. </div>  <div>I forordet  oppfordrer Charlotte Mohn Gaustad til ikke å henge deg opp i det om du ikke har  alt som står i ingredienslisten&#160;– kanskje du kan  bytte det ut med noe annet.&#160;Det er bare å  prøve seg fram.</div>  <div>&#160;</div>  <div>Charlotte Mohn  Gaustad er kokk og har tidligere utgitt boka <em>Med natur på menyen</em> (2007).</div> <!--EndFragment-->  ",897
858," <!--StartFragment-->  <div>Hun skal  egentlig reise videre,&#160;planen er å  reise jorda rundt.&#160;Men etter et  møte med en barneskoles rektor,</div>  <div> får hun vite at tre av fire av alle elevene  kommer på skolen uten mat i magen,&#160;og er der hele  dagen uten å spise.&#160;</div>  <div>Anne Louise  bestemmer seg for å bli,&#160;og dette er starten på bistandsorganisasjonen Aid in  Action.</div>  <div>&#160;</div>  <div>Boka er delt inn  i seks kapitler. </div>  <div>De fem første  handler om årene 2008-2013; </div>  <div>de første årene  av bistandsprosjektet. </div>  <div>Det siste  kapitelet er Anne Louise Hüberts egne betraktninger og erfaringer i etterkant  av prosjektet, </div>  <div>samt tanker om  videre arbeid med bistand.</div>  <div>&#160;</div>  <div>Det er en del  detaljerte beskrivelser i boka, </div>  <div>men korte  underkapitler.</div>  <div>Det er en fordel  å kunne litt engelsk,</div>  <div>for noen av  dialogene er skrevet delvis på engelsk.</div>  <div>&#160;</div>  <div>Anne Louise  Hübert (f. 1989) driver bistandsorganisasjonen Aid in Action og studerer  medisin. </div>  <div><em>Papayaene i Gombolo</em> er  hennes første bok.</div> <!--EndFragment-->  ",898
859," <!--StartFragment-->  <div>Kenneth Sivertsen døydde i 2006. </div>  <div>Då hadde livet hans vore prega av oppturar og nedturar i fleire tiår:&#160;I musikken, på showscena, i kjærleiken, i familien, i rusen.</div>  <div>&#160;</div>  <div>Allereie då han var seksten år gamal drog han til Voss folkehøgskule for  å gå på musikklinja der. </div>  <div>Der blei han sett på som eksepsjonelt musikalsk, </div>  <div>men også kjenslevar og glad.</div>  <div>&#160;</div>  <div>Her byrja også hans komiske talent å kome til syne:</div>  <div>Han kunne saman med venen Eivind Løberg finne på å starte spontane  kammerspel eller diktdeklamasjonar. </div>  <div>Det kunne gå over i balletoppvisningar, </div>  <div>countryduettar eller mannskorparodiar.</div>  <div>Noko av det beste Sivertsen visste var å gjere andre glade.</div>  <div>&#160;</div>  <div>I åra framover ga han ut fleire album, </div>  <div>og i 1992 møtte han Herborg Kråkevik. </div>  <div>Det var byrjinga på ei stormfull kjærleikshistorie, </div>  <div>men også ei suksessrik reise i kabaretens verden. </div>  <div>Jamvel var sceneskrekken var stor, </div>  <div>og i takt med suksessen voks også Kenneths forbruk av alkohol og  piller.</div>  <div>&#160;</div>  <div>Katrine Sele (f. 1972) arbeider som kommunikasjonsrådgjevar på  Høgskulen i Sogn og Fjordane. Hu har tidlegare gjeve ut boka <em>Herifrå</em> (2006) og boka om kunstnaren  Oddvar Torsheim.&#160;</div> <!--EndFragment-->  ",899
